Gene_ID,Gene_Name,zygote,cleavage_2_cell,blastula_128_cell,blastula_1k_cell,blastula_dome,gastrula_50__epiboly,gastrula_shield,gastrula_75__epiboly,segmentation_1_4_somites,segmentation_14_19_somites,segmentation_20_25_somites,pharyngula_prim_5,pharyngula_prim_15,pharyngula_prim_25,hatching_long_pec,larval_protruding_mouth,larval_day_4,larval_day_5
ENSDARG00000097338,BX000434.1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000097767,BX000438.1,NA,NA,NA,NA,0.2,NA,NA,NA,NA,0.5,NA,0.3,0.3,0.3,0.3,0.6,0.6,1
ENSDARG00000098011,BX000438.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,19,10,38,16,21,23
ENSDARG00000092245,BX000447.1,NA,NA,NA,NA,NA,1,2,2,2,4,3,2,2,2,2,0.9,1,2
ENSDARG00000111843,BX000451.4,NA,NA,NA,NA,NA,7,7,11,14,7,4,6,9,4,4,13,17,14
ENSDARG00000117649,BX000460.1,NA,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000111163,BX000700.11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000099172,BX000701.1,NA,NA,1,2,0.8,1,2,3,3,2,3,2,2,3,2,2,2,2
ENSDARG00000105074,BX000701.2,1,5,6,7,6,9,7,7,6,4,4,2,2,2,2,0.7,1,0.7
ENSDARG00000092282,BX000991.1,NA,0.8,0.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000096704,BX001014.1,NA,NA,0.4,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000096750,BX001014.2,NA,NA,NA,NA,NA,NA,NA,1,75,62,41,21,14,17,12,4,2,3
ENSDARG00000098673,BX001023.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0.8,2,2,4,6,4,2
ENSDARG00000101163,BX001023.2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,4,2,NA,NA,0.3,1
ENSDARG00000095883,BX001026.1,0.8,0.9,3,5,1,0.7,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000093671,BX001030.1,NA,NA,NA,NA,NA,NA,NA,NA,0.7,2,4,12,19,7,19,22,20,13
ENSDARG00000097658,BX001030.2,NA,3,4,6,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000093939,BX004770.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
ENSDARG00000093753,BX004774.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.8,9,9,10
ENSDARG00000096584,BX004779.2,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000110570,BX004779.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,14,16
ENSDARG00000093487,BX004785.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.4
ENSDARG00000103806,BX004785.3,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000096799,BX004803.1,0.4,0.9,3,4,3,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000098535,BX004823.1,NA,NA,NA,NA,NA,NA,NA,0.5,0.9,1,0.5,0.5,NA,NA,0.5,NA,NA,NA
ENSDARG00000116895,BX004842.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,2,2,1,1,0.3,0.3,NA,NA
ENSDARG00000096896,BX004991.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1,2,2,3,2,2,2,2
ENSDARG00000096792,BX004999.1,NA,0.1,0.1,NA,0.2,0.3,0.1,NA,0.1,0.2,0.4,0.2,0.6,0.2,0.6,1,0.9,1
ENSDARG00000098435,BX005003.1,3,3,3,2,2,0.6,0.3,0.3,0.9,0.4,0.8,0.6,1,1,5,10,8,8
ENSDARG00000117551,BX005005.2,NA,NA,0.9,1,0.3,0.1,NA,NA,NA,0.1,0.1,0.3,0.1,NA,NA,0.1,0.2,0.1
ENSDARG00000117566,BX005005.3,0.2,0.3,2,2,0.8,0.2,NA,NA,NA,NA,0.1,0.4,0.2,0.1,NA,0.2,0.4,0.2
ENSDARG00000087679,BX005012.1,NA,NA,NA,NA,NA,2,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,1,2
ENSDARG00000096021,BX005012.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA
ENSDARG00000102162,BX005043.1,NA,NA,NA,NA,0.8,2,0.8,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000109995,BX005044.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000105566,BX005056.2,NA,0.3,0.3,0.5,0.3,NA,NA,NA,NA,0.3,NA,NA,0.3,NA,0.4,NA,NA,0.4
ENSDARG00000092599,BX005058.2,1,2,2,2,2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000094105,BX005064.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,0.7,0.6,NA,NA
ENSDARG00000092243,BX005065.1,NA,NA,NA,NA,NA,NA,NA,2,7,2,5,4,2,3,5,5,5,7
ENSDARG00000099964,BX005073.2,NA,0.4,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000113027,BX005073.3,NA,NA,NA,NA,NA,0.1,0.1,NA,0.2,0.1,NA,0.2,NA,NA,NA,NA,0.1,NA
ENSDARG00000089947,BX005085.1,2,2,5,6,5,5,7,8,7,6,7,7,7,7,4,5,5,7
ENSDARG00000098122,BX005085.2,0.9,4,10,12,2,1,1,1,2,1,1,2,2,1,2,1,1,1
ENSDARG00000103450,BX005085.3,NA,NA,2,4,2,1,3,2,4,4,4,2,2,2,2,2,2,3
ENSDARG00000110003,BX005085.4,0.1,0.2,0.9,2,2,2,3,3,2,3,3,3,3,2,2,2,2,2
ENSDARG00000114108,BX005085.5,0.3,1,3,6,4,3,4,5,6,3,4,4,4,5,5,4,3,5
ENSDARG00000115220,BX005085.6,NA,NA,4,11,8,9,14,18,12,11,10,8,6,5,4,5,5,7
ENSDARG00000117076,BX005085.7,NA,NA,1,4,2,2,3,2,5,4,4,4,3,4,3,4,4,5
ENSDARG00000106165,BX005106.1,NA,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000095810,BX005108.2,NA,NA,NA,NA,NA,0.4,NA,1,5,10,11,9,9,15,18,22,17,19
ENSDARG00000095965,BX005108.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,1,2,3,NA,2,2,4
ENSDARG00000098768,BX005124.1,5,5,6,8,6,1,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000097610,BX005183.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,1,2
ENSDARG00000094457,BX005210.1,NA,NA,NA,NA,NA,0.5,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000105465,BX005228.2,NA,NA,NA,NA,11,11,10,14,21,29,27,21,21,30,22,19,23,27
ENSDARG00000117455,BX005229.1,NA,NA,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000097761,BX005234.1,NA,NA,NA,NA,0.5,0.5,2,2,7,9,7,4,7,8,3,1,0.5,NA
ENSDARG00000093797,BX005254.1,0.4,3,2,3,2,0.7,NA,0.3,1,1,0.6,1,0.7,1,0.3,NA,NA,NA
ENSDARG00000094560,BX005254.2,NA,NA,NA,NA,0.8,2,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000096956,BX005254.3,NA,NA,NA,NA,NA,NA,NA,0.4,2,2,1,0.9,0.4,0.1,0.4,0.2,NA,0.1
ENSDARG00000097150,BX005254.4,NA,NA,NA,NA,NA,NA,NA,0.6,9,8,4,2,0.3,0.4,0.3,0.4,0.1,0.2
ENSDARG00000106112,BX005256.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,1
ENSDARG00000096455,BX005275.2,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000093535,BX005309.1,1,0.7,0.3,0.3,2,4,4,4,7,10,9,9,9,13,9,8,7,7
ENSDARG00000093099,BX005313.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,0.4
ENSDARG00000112213,BX005321.1,NA,NA,NA,NA,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000090694,BX005329.1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000092996,BX005329.2,NA,NA,NA,NA,NA,0.3,0.2,0.6,NA,0.2,0.2,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000102693,BX005336.1,3,4,0.2,2,0.7,1,0.5,0.5,0.4,0.2,NA,0.5,NA,NA,NA,NA,NA,NA
ENSDARG00000104547,BX005367.1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000097982,BX005375.1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3
ENSDARG00000098409,BX005376.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
ENSDARG00000110290,BX005380.1,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000110454,BX005380.2,NA,NA,NA,1,2,2,1,2,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000117716,BX005389.5,NA,NA,NA,NA,1,8,10,7,9,14,11,7,10,11,8,4,4,3
ENSDARG00000096926,BX005392.1,0.5,0.8,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000096996,BX005392.2,NA,0.4,0.3,0.5,NA,NA,0.3,0.4,0.7,NA,NA,NA,NA,NA,0.4,1,1,0.4
ENSDARG00000097929,BX005392.3,NA,NA,NA,NA,0.3,0.3,NA,NA,0.8,NA,1,0.4,0.3,NA,0.3,NA,NA,NA
ENSDARG00000117494,BX005392.4,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000099831,BX005396.2,1,0.7,0.7,0.7,NA,0.8,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000101166,BX005396.3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000113268,BX005397.1,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
ENSDARG00000094215,BX005417.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.5,0.5,2
ENSDARG00000102480,BX005417.2,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000105675,BX005417.3,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,0.9,NA,0.8,NA,1
ENSDARG00000093616,BX005419.1,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000044235,BX005421.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000114309,BX005421.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,0.1,NA,NA
ENSDARG00000093550,BX005438.1,NA,NA,NA,NA,1,4,4,1,2,2,1,1,NA,3,NA,NA,NA,NA
ENSDARG00000111949,BX005442.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3
ENSDARG00000117629,BX005443.1,0.7,1,0.8,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000097992,BX005450.1,NA,NA,NA,NA,NA,0.1,0.1,0.2,0.4,0.3,0.4,0.4,0.5,0.5,0.3,0.3,0.3,0.6
ENSDARG00000100646,BX005454.1,2,1,4,5,3,1,0.4,0.3,NA,0.4,1,1,1,2,1,0.6,0.6,1
ENSDARG00000096447,BX005461.1,38,56,56,68,82,55,48,23,4,2,0.7,NA,0.4,NA,NA,NA,NA,NA
ENSDARG00000096936,BX005461.2,3,3,4,5,5,4,3,0.9,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000105561,BX072554.2,NA,NA,NA,NA,0.3,0.8,1,1,NA,0.6,0.6,0.3,0.4,NA,NA,NA,NA,NA
ENSDARG00000097602,BX072559.1,NA,NA,NA,NA,NA,NA,1,2,4,5,5,0.8,2,3,2,2,NA,0.8
ENSDARG00000094159,BX072561.2,NA,NA,NA,NA,0.9,2,3,1,0.9,0.4,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000096697,BX072570.1,NA,NA,0.4,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000078204,BX072576.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.9,0.9
ENSDARG00000090181,BX072576.2,NA,0.9,3,2,2,4,3,2,2,3,2,2,2,1,1,1,2,2
ENSDARG00000104924,BX072577.1,0.5,0.7,1,1,2,4,5,3,3,2,2,2,1,2,1,2,1,0.7
ENSDARG00000091979,BX085193.1,NA,0.5,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000103644,BX088524.3,NA,NA,NA,NA,NA,NA,0.3,0.7,1,0.6,2,1,1,1,2,3,3,3
ENSDARG00000102462,BX088535.1,NA,0.2,1,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000089318,BX088538.1,NA,NA,NA,NA,NA,0.7,0.5,0.7,1,1,0.8,0.5,0.5,0.7,0.8,0.9,0.7,0.8
ENSDARG00000102428,BX088544.1,NA,NA,NA,NA,0.7,3,1,1,1,1,2,0.6,2,2,2,3,3,4
ENSDARG00000099054,BX088596.1,0.3,0.1,0.3,0.1,0.3,NA,NA,0.5,0.4,0.5,0.7,1,1,1,0.8,0.6,0.6,0.8
ENSDARG00000099561,BX088603.1,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000117225,BX088649.1,NA,NA,0.2,NA,0.4,0.7,0.6,2,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000096774,BX088686.1,0.8,0.5,3,3,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA
ENSDARG00000096502,BX088688.1,NA,NA,NA,NA,NA,0.7,2,4,5,6,5,5,5,8,7,13,15,17
ENSDARG00000096539,BX088688.2,NA,NA,0.9,0.9,0.4,NA,NA,NA,0.4,0.8,0.8,0.6,0.5,NA,NA,0.4,NA,NA
ENSDARG00000097598,BX088688.3,3,10,8,8,7,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000101935,BX088707.1,NA,NA,NA,NA,NA,0.2,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000117253,BX088707.3,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.3,0.3,0.3
ENSDARG00000112493,BX088712.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000117200,BX119314.2,NA,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000096970,BX119902.2,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,0.4,NA,0.2,NA,NA,NA,NA
ENSDARG00000097282,BX119902.3,NA,NA,NA,NA,NA,1,0.8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000096794,BX119915.2,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000096806,BX119915.3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000096135,BX119963.1,0.6,NA,5,4,2,2,2,2,1,1,1,1,NA,NA,0.6,1,0.6,2
ENSDARG00000097457,BX119963.2,NA,NA,3,2,4,3,0.8,0.9,0.9,0.4,0.4,NA,NA,0.4,NA,NA,0.5,NA
ENSDARG00000097640,BX120006.3,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000095301,BX247868.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3
ENSDARG00000104182,BX247946.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000105408,BX248082.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,1,2,3
ENSDARG00000114306,BX248108.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.8,0.3,0.6,1,0.8,0.3
ENSDARG00000094102,BX248118.1,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000098049,BX248121.1,0.2,NA,NA,NA,0.2,0.5,0.2,NA,NA,0.4,1,1,3,5,11,13,10,8
ENSDARG00000112449,BX248122.1,NA,1,4,8,5,3,2,3,7,7,7,6,5,8,5,6,4,5
ENSDARG00000112254,BX248136.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.3,NA,NA,NA,NA,NA,NA
ENSDARG00000096789,BX248238.2,0.9,2,0.9,2,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000098100,BX248243.1,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000104418,BX248318.1,NA,NA,NA,NA,NA,NA,NA,NA,4,12,11,13,10,5,6,7,12,15
ENSDARG00000096489,BX248324.1,NA,NA,NA,NA,6,9,6,6,7,9,8,10,14,26,13,4,2,2
ENSDARG00000102650,BX248331.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.2,0.1,0.6,0.8,2,3,3
ENSDARG00000096735,BX248390.1,NA,NA,1,1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000090038,BX248410.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,0.1,0.2,0.2
ENSDARG00000096569,BX248418.1,NA,NA,NA,NA,NA,1,5,9,17,19,13,12,10,5,4,7,6,7
ENSDARG00000092673,BX248497.1,NA,NA,NA,NA,1,0.5,1,2,2,2,1,4,13,11,16,29,28,23
ENSDARG00000074519,BX248501.1,0.2,0.3,1,1,1,0.8,0.7,0.6,0.3,0.5,0.2,0.1,0.1,NA,NA,2,2,2
ENSDARG00000113372,BX248501.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,14,9,12
ENSDARG00000114036,BX248510.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,12,7,14
ENSDARG00000055431,BX248515.1,NA,NA,NA,NA,0.8,0.4,0.3,0.4,0.3,0.4,NA,NA,NA,NA,NA,NA,0.8,NA
ENSDARG00000105511,BX248521.2,0.3,0.8,NA,NA,NA,0.2,NA,NA,0.2,0.5,0.3,0.3,NA,NA,NA,NA,NA,NA
ENSDARG00000098151,BX255896.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
ENSDARG00000093605,BX255912.1,0.4,NA,0.6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000096709,BX255913.1,NA,NA,0.8,0.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000093696,BX255917.1,NA,0.8,NA,NA,0.8,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000117724,BX255944.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.2,NA
ENSDARG00000105586,BX255967.1,NA,0.3,NA,0.6,NA,NA,0.3,NA,0.3,0.3,0.5,0.4,0.3,0.6,0.3,0.7,0.7,0.4
ENSDARG00000100368,BX276088.1,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000117290,BX276098.1,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000096639,BX276101.1,NA,NA,NA,NA,NA,NA,NA,1,5,14,17,21,12,13,7,4,3,3
ENSDARG00000093741,BX276103.1,0.9,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000093921,BX276103.2,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000115856,BX276105.1,0.3,0.6,1,1,1,2,2,3,1,1,2,0.7,0.9,1,1,1,2,3
ENSDARG00000113137,BX276107.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0.4,0.2
ENSDARG00000110885,BX276128.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
ENSDARG00000080823,BX276180.1,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000082242,BX276180.2,NA,NA,NA,NA,4,15,14,16,11,16,9,7,2,4,NA,NA,NA,NA
ENSDARG00000083108,BX276180.3,NA,NA,NA,NA,2,5,3,4,6,6,4,NA,2,2,NA,NA,NA,NA
ENSDARG00000083400,BX276180.4,NA,NA,NA,NA,4,9,7,2,7,9,4,2,NA,4,NA,NA,NA,NA
ENSDARG00000096810,BX279523.1,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,0.4,NA,NA,NA,0.5,NA,NA
ENSDARG00000117470,BX284620.3,0.1,0.2,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000092456,BX284635.1,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,2,1,0.5,0.7,2,3,3,3
ENSDARG00000084991,BX284638.1,NA,NA,NA,NA,5,13,11,13,8,7,3,5,NA,3,NA,NA,4,NA
ENSDARG00000116871,BX284638.2,0.1,0.2,0.4,0.3,0.6,1,3,7,21,23,33,44,45,42,27,23,21,17
ENSDARG00000110697,BX284640.1,NA,NA,NA,NA,NA,NA,3,3,7,6,3,3,NA,4,NA,NA,NA,NA
ENSDARG00000092477,BX284666.1,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000093358,BX284697.1,NA,NA,2,3,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000117441,BX293559.2,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000097158,BX294100.1,NA,NA,NA,NA,0.9,3,5,2,0.5,0.8,NA,0.6,0.7,0.4,0.5,NA,NA,NA
ENSDARG00000097577,BX294100.2,NA,0.9,0.8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000085497,BX294109.1,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000097868,BX294160.1,NA,NA,NA,NA,0.6,1,1,2,1,0.3,0.7,0.6,0.7,1,0.7,0.4,0.4,NA
ENSDARG00000101818,BX294178.1,NA,NA,0.8,1,0.6,0.1,NA,NA,0.2,0.4,0.5,0.6,0.5,0.9,0.8,0.4,0.1,0.2
ENSDARG00000104955,BX294178.2,3,6,7,6,6,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000093137,BX294189.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000092950,BX294379.1,NA,NA,NA,NA,0.4,2,2,2,2,2,2,2,2,3,2,4,6,7
ENSDARG00000061272,BX294434.1,0.4,2,6,5,4,2,2,2,3,2,5,14,26,34,28,24,20,21
ENSDARG00000117492,BX294444.1,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000090457,BX296538.1,NA,NA,NA,NA,6,19,20,32,18,6,19,9,11,12,6,10,4,12
ENSDARG00000009079,BX296551.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,1,1,0.3,0.5,0.3,NA
ENSDARG00000117220,BX296552.2,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000112569,BX321875.3,NA,NA,NA,NA,NA,NA,0.3,0.4,0.2,0.2,0.4,0.3,0.2,0.3,0.5,0.6,0.7,0.7
ENSDARG00000117077,BX321886.1,NA,NA,NA,NA,2,2,3,3,3,2,1,NA,NA,3,NA,NA,NA,NA
ENSDARG00000088741,BX322530.1,0.6,2,6,4,2,0.6,0.2,0.3,0.2,0.3,0.4,0.2,0.1,0.5,1,4,5,6
ENSDARG00000097247,BX322555.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.8,2,1,2,1,2,1,1
ENSDARG00000097908,BX322555.4,NA,0.2,0.3,0.2,0.3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000117678,BX322555.5,NA,NA,0.2,NA,NA,NA,NA,NA,0.3,NA,0.3,NA,NA,NA,0.7,1,1,1
ENSDARG00000098353,BX322574.1,NA,NA,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,0.6,2,NA
ENSDARG00000095595,BX322575.1,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.6,0.3,0.2,NA,NA,0.3,0.3,NA,NA
ENSDARG00000078636,BX322577.1,0.2,0.2,0.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.7,0.8
